U.S. Public School Districts,,,,,,,,,,,
"Source: NCES CCD 2024-25 | Regular public school districts | Open status only | 13,493 districts",,,,,,,,,,,
LEA ID,District Name,State,State Abbrev,District Type,Street,City,Address State,ZIP,Website,Pre-K Offered,Operational Schools
0806390,Sanford School District No. 6 in the county of Conejos and,COLORADO,CO,Regular public school district that is not a component of a supervisory union,755 SECOND STREET,SANFORD,CO,81151,http://www.sanfordschools.org,Yes,2
0806420,Sangre de Cristo School District No. Re-22J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,8751 LANE 7 N,MOSCA,CO,81146,http://www.sangreschools.org/,Yes,2
0806450,Sargent School District No. Re-33J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,7090 NORTH COUNTY RD 2 EAST,MONTE VISTA,CO,81144,http://www.sargent.k12.co.us,No,3
0802580,School District 27J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,18551 EAST 160TH AVENUE,BRIGHTON,CO,80601,http://www.sd27j.org,Yes,33
0801950,School District N. 14 in the county of Adams & State of Colo,COLORADO,CO,Regular public school district that is not a component of a supervisory union,5291 EAST 60TH AVENUE,COMMERCE CITY,CO,80022,http://www.adams14.org,Yes,12
0803360,School District No. 1 in the county of Denver and State of C,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1860 LINCOLN ST.,DENVER,CO,80203,http://www.dpsk12.org,Yes,198
0806480,School District No. 3 in the county of El Paso and State of,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1820 MAIN STREET,COLORADO SPRINGS,CO,80911,http://www.wsd3.org,Yes,18
0805010,School District No. C-2 in the county of Elbert and State of,COLORADO,CO,Regular public school district that is not a component of a supervisory union,525 COMANCHE ST,KIOWA,CO,80117,http://www.kiowaschool.org,Yes,3
0806780,School District No. R-4 in the county of Kit Carson and Stat,COLORADO,CO,Regular public school district that is not a component of a supervisory union,219 ILLINOIS AVE,STRATTON,CO,80836,http://www.strattonschools.org/,Yes,3
0806690,School District No. Re-1 Valley,COLORADO,CO,Regular public school district that is not a component of a supervisory union,301 HAGEN STREET,STERLING,CO,80751,http://www.re1valleyschools.org/,Yes,7
0802550,School District No. Re-10 in the county of Weld and State o,COLORADO,CO,Regular public school district that is not a component of a supervisory union,515 LESLIE STREET,BRIGGSDALE,CO,80611,http://www.briggsdaleschool.org,Yes,2
0806720,School District No. Re-11 in the county of Weld and State of,COLORADO,CO,Regular public school district that is not a component of a supervisory union,42315 WCR 133,NEW RAYMER,CO,80742,http://www.prairieschool.org,Yes,2
0804440,School District No. Re-12 in the county of Weld and State of,COLORADO,CO,Regular public school district that is not a component of a supervisory union,19 CHATOGA,GROVER,CO,80729,http://www.pawneeschool.org/,Yes,1
0802610,School District No. Re-2 Brush,COLORADO,CO,Regular public school district that is not a component of a supervisory union,527 INDUSTRIAL PARK ROAD,BRUSH,CO,80723,http://www.brushschools.org,Yes,4
0807140,School District No. Re-20 Weldon Valley,COLORADO,CO,Regular public school district that is not a component of a supervisory union,911 NORTH AVENUE,WELDONA,CO,80653,http://www.weldonvalley.org/,Yes,2
0804050,School District No. Re-3 Fort Morgan,COLORADO,CO,Regular public school district that is not a component of a supervisory union,715 W. PLATTE AVENUE,FORT MORGAN,CO,80701,http://www.morgan.k12.co.us,Yes,8
0803930,School District No. Re-3 Frenchman,COLORADO,CO,Regular public school district that is not a component of a supervisory union,506 NORTH FREMONT AVE,FLEMING,CO,80728,http://www.flemingschools.org,Yes,2
0805640,School District No. Re-4 Buffalo,COLORADO,CO,Regular public school district that is not a component of a supervisory union,315 LEE STREET,MERINO,CO,80741,http://merinorams.com,No,2
0806030,School District No. Re-5 Plateau,COLORADO,CO,Regular public school district that is not a component of a supervisory union,311 COLEMAN AVE,PEETZ,CO,80747,http://www.peetzschool.org,Yes,2
0807290,School District No. Re-50 Wiggins,COLORADO,CO,Regular public school district that is not a component of a supervisory union,404 CHAPMAN ST,WIGGINS,CO,80654,http://www.wiggins50.k12.co.us/,Yes,4
0806540,Sheridan School District No. 2,COLORADO,CO,Regular public school district that is not a component of a supervisory union,4150 SOUTH HAZEL COURT,ENGLEWOOD,CO,80110,http://www.ssd2.org/,Yes,5
0804140,Sierra Grande School District No. R-30,COLORADO,CO,Regular public school district that is not a component of a supervisory union,17523 HIGHWAY 160,BLANCA,CO,81123,http://www.sierragrandeschool.net/,Yes,1
0806570,Silverton School District No. 1 in the county of San Juan,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1160 SNOWDEN ST,SILVERTON,CO,81433,http://www.silvertonschool.org,Yes,3
0802130,South Conejos School District No. Re10,COLORADO,CO,Regular public school district that is not a component of a supervisory union,13099 COUNTY ROAD G,ANTONITO,CO,81120,http://southconejos.com,Yes,3
0805910,South Routt School District No. Re 3,COLORADO,CO,Regular public school district that is not a component of a supervisory union,305 SOUTH GRANT STREET,OAK CREEK,CO,80467,http://www.southroutt.k12.co.us/,Yes,4
0806630,Springfield School District No. Re-4,COLORADO,CO,Regular public school district that is not a component of a supervisory union,475 W. 5TH AVENUE,SPRINGFIELD,CO,81073,http://www.spre4.org,Yes,2
0805370,St. Vrain Valley School District No. Re1J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,395 SOUTH PRATT PARKWAY,LONGMONT,CO,80501,http://www.svvsd.org,Yes,54
0806660,Steamboat Springs School District No. Re 2,COLORADO,CO,Regular public school district that is not a component of a supervisory union,325 7TH STREET,STEAMBOAT SPRINGS,CO,80487,http://www.steamboatschools.net,Yes,7
0806750,Strasburg School District 31J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,56729 EAST COLORADO AVENUE,STRASBURG,CO,80136,http://www.strasburg31j.com,Yes,4
0806810,Summit School District No. Re 1,COLORADO,CO,Regular public school district that is not a component of a supervisory union,0150 SCHOOL ROAD,FRISCO,CO,80443,http://www.summitk12.org,Yes,9
0806840,Swink School District No. 33 in the county of Otero and St,COLORADO,CO,Regular public school district that is not a component of a supervisory union,610 COLUMBIA AVENUE,SWINK,CO,81077,http://www.swinkk12.net,No,2
0806870,Telluride School District No. R-1,COLORADO,CO,Regular public school district that is not a component of a supervisory union,725 WEST COLORADO AVE.,TELLURIDE,CO,81435,http://www.tellurideschool.org,Yes,4
0805400,Thompson School District R-2J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,800 SOUTH TAFT AVENUE,LOVELAND,CO,80537,http://www.tsd.org/,Yes,32
0806960,Trinidad School District 1 in the county of Las Animas and,COLORADO,CO,Regular public school district that is not a component of a supervisory union,612 PARK STREET,TRINIDAD,CO,81082,http://tsd1.org/,No,3
0803300,Upper Rio Grande School District C-7,COLORADO,CO,Regular public school district that is not a component of a supervisory union,950 FRENCH STREET,DEL NORTE,CO,81132,http://www.dncsd.org,No,2
0806990,Vilas School District Re-5,COLORADO,CO,Regular public school district that is not a component of a supervisory union,202 COLLINGWOOD STREET,VILAS,CO,81087,http://www.vilask12.org/,Yes,2
0807110,Walsh School District No. Re-1,COLORADO,CO,Regular public school district that is not a component of a supervisory union,301 WEST POPLAR,WALSH,CO,81090,http://www.walsheagles.com,Yes,2
0804200,Weld County Reorganized School District No. Re-1,COLORADO,CO,Regular public school district that is not a component of a supervisory union,14827 COUNTY ROAD 42,GILCREST,CO,80623,http://www.wcsdre1.org/,Yes,6
0807350,Weld County Reorganized School District No. Re-4,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1020 MAIN STREET,WINDSOR,CO,80550,http://www.weldre4.org/,Yes,15
0803600,Weld County School District No. Re-2,COLORADO,CO,Regular public school district that is not a component of a supervisory union,211 1ST ST,EATON,CO,80615,http://www.eaton.k12.co.us,No,5
0804830,Weld County School District No. Re-5J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,110 SO CENTENNIAL DR,MILLIKEN,CO,80543,http://www.weldre5j.k12.co.us,Yes,7
0804950,Weld County School District No. Re-7,COLORADO,CO,Regular public school district that is not a component of a supervisory union,501 CLARK STREET,KERSEY,CO,80644,http://www.pvre7.org,Yes,4
0802310,Weld County School District No. Re-9,COLORADO,CO,Regular public school district that is not a component of a supervisory union,210 W. 1ST STREET,AULT,CO,80610,http://www.weldre9.org/,No,3
0804920,Weld County School District RE-3J,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1101 4TH AVE,HUDSON,CO,80642,http://re3j.com,Yes,8
0804020,Weld re-8 schools,COLORADO,CO,Regular public school district that is not a component of a supervisory union,200 S FULTON AVE,FORT LUPTON,CO,80621,http://www.weld8.org,Yes,7
0805850,West End School District No. Re-2,COLORADO,CO,Regular public school district that is not a component of a supervisory union,225 WEST 4TH STREET,NUCLA,CO,81424,http://www.westendschools.org/,Yes,3
0805070,West Grand School District No. 1,COLORADO,CO,Regular public school district that is not a component of a supervisory union,715 KINSEY AVENUE,KREMMLING,CO,80459,http://www.wgsd.us,No,2
0807230,Westminster Public Schools,COLORADO,CO,Regular public school district that is not a component of a supervisory union,6933 RALEIGH STREET,WESTMINSTER,CO,80030,http://www.westminsterpublicschools.org/,Yes,18
0807320,Wiley School District No. Re-13 Jt,COLORADO,CO,Regular public school district that is not a component of a supervisory union,510 WARD STREET,WILEY,CO,81092,http://www.wileyschool.org/,Yes,2
0807380,Woodland Park School District No. Re-2,COLORADO,CO,Regular public school district that is not a component of a supervisory union,155 PANTHER WAY,WOODLAND PARK,CO,80863,http://wpsdk12.org,Yes,5
0807410,Woodlin School District No. R-104,COLORADO,CO,Regular public school district that is not a component of a supervisory union,15400 CO RD L UNIT 185,WOODROW,CO,80757,http://www.woodlinschool.com,Yes,2
0800017,Wray RD-2 School District,COLORADO,CO,Regular public school district that is not a component of a supervisory union,30160 COUNTY ROAD 35,WRAY,CO,80758,http://www.wrayschools.org,Yes,2
0800016,Yuma 1 School District,COLORADO,CO,Regular public school district that is not a component of a supervisory union,1115 SOUTH ASH STREET,YUMA,CO,80759,http://www.yumaschools.org/,Yes,4
0900030,Andover School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,35 School Road,Andover,CT,06232,http://www.andoverelementaryct.org,Yes,1
0900060,Ansonia School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,42 Grove Street,Ansonia,CT,06401,http://www.ansonia.org,Yes,4
0900090,Ashford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,440 Westford Rd.,Ashford,CT,06278,http://www.ashfordct.org,Yes,1
0900120,Avon School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,34 Simsbury Road,Avon,CT,06001,http://www.avon.k12.ct.us/,Yes,5
0900150,Barkhamsted School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,65 Ripley Hill Road,Barkhamsted,CT,06063,http://www.barkhamstedschool.org,Yes,1
0900210,Berlin School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,238 Kensington Road,Berlin,CT,06037,http://www.berlinschools.org,Yes,5
0900240,Bethany School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,44 Peck Road,Bethany,CT,06524,http://www.bethany-ed.org,Yes,1
0900270,Bethel School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,One School Street,Bethel,CT,06801,http://www.bethel.k12.ct.us,Yes,5
0900330,Bloomfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1133 Blue Hills Avenue,Bloomfield,CT,06002,http://www.bloomfieldschools.org,Yes,7
0900360,Bolton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,72 Brandy Street,Bolton,CT,06043,http://www.boltonpublicschools.com,Yes,2
0900390,Bozrah School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,8 Bozrah Street Extension,Bozrah,CT,06334,http://www.fmsbozrah.org,Yes,1
0900420,Branford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,185 Damascus Road,Branford,CT,06405,http://www.branfordschools.org,Yes,5
0900450,Bridgeport School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,45 Lyon Terrace,Bridgeport,CT,06604,http://www.bridgeportedu.net/,Yes,36
0900510,Bristol School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,29 Church Street,Bristol,CT,06011,http://www.bristol.k12.ct.us/,Yes,13
0900540,Brookfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,100 Pocono Road,Brookfield,CT,06804,http://brookfield.k12.ct.us/,Yes,3
0900570,Brooklyn School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,119 Gorman Road,Brooklyn,CT,06234,http://www.brooklynschools.org,Yes,2
0900630,Canaan School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,246 Warren Turnpike Road,Falls Village,CT,06031,http://www.kelloggschool.org,No,1
0900660,Canterbury School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,45 Westminster Road,Canterbury,CT,06331,http://www.canterburypublicschools.org,Yes,2
0900690,Canton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,4 Market Street,Collinsville,CT,06022,http://www.cantonschools.org,Yes,4
0900720,Chaplin School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,304 Parish Hill,Chaplin,CT,06235,http://chaplinschool.org/,Yes,1
0900750,Cheshire School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,29 Main Street,Cheshire,CT,06410,http://www.cheshire.k12.ct.us/,Yes,7
0900780,Chester School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Winthrop Road,Deep River,CT,06417,http://www.reg4.k12.ct.us,Yes,1
0900810,Clinton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,137 B Glenwood Road,Clinton,CT,06413,http://www.clintonpublic.net,Yes,3
0900840,Colchester School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,127 Norwich Avenue,Colchester,CT,06415,http://www.colchesterct.org,Yes,4
0900870,Colebrook School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,452 Smith Hill Road,Colebrook,CT,06021,http://www.colebrookschool.org,No,1
0900900,Columbia School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,3 Schoolhouse Road,Columbia,CT,06237,http://www.hwporter.org,Yes,1
0900930,Cornwall School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,5 Cream Hill Road,Cornwall,CT,06796,http://cornwallschool.org,Yes,1
0900960,Coventry School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1700 Main Street,Coventry,CT,06238,http://www.coventrypublicschools.org,Yes,5
0900990,Cromwell School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,9 Captain James Mann Memorial Drive,Cromwell,CT,06416,http://www.cromwell.k12.ct.us,Yes,4
0901020,Danbury School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,63 Beaver Brook Road,Danbury,CT,06810,http://www.danbury.k12.ct.us/,Yes,19
0901050,Darien School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,2 Renshaw Road,Darien,CT,06820,http://www.darienps.org,Yes,7
0901080,Deep River School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Winthrop Road,Deep River,CT,06417,http://www.reg4.k12.ct.us,Yes,1
0901110,Derby School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,35 Fifth Street,Derby,CT,06418,http://www.derbypride.org,Yes,5
0901170,East Granby School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,33 Turkey Hills Road,East Granby,CT,06026,http://www.eastgranby.k12.ct.us,Yes,4
0901200,East Haddam School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Plain Roads,Moodus,CT,06469,http://www.easthaddamschools.org,Yes,3
0901230,East Hampton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Community Dr Ste 1,East Hampton,CT,06424,http://www.easthamptonct.org,Yes,4
0901260,East Hartford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1110 Main Street,East Hartford,CT,06108,http://www.easthartford.org/,Yes,12
0901290,East Haven School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,35 Wheelbarrow Lane,East Haven,CT,06513,http://www.east-haven.k12.ct.us,Yes,8
0901320,East Lyme School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,165 Boston Post Road,East Lyme,CT,06333,http://www.eastlymeschools.org/,Yes,5
0901350,East Windsor School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,70 South Main Street,East Windsor,CT,06088,http://www.eastwindsork12.org,Yes,3
0901380,Eastford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,12 Westford Road,Eastford,CT,06242,http://www.eastfordct.org,Yes,1
0901410,Easton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,654 Morehouse Road,Easton,CT,06612,http://www.er9.org,Yes,2
0901440,Ellington School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,47 Main Street,Ellington,CT,06029,http://www.ellingtonschools.org,Yes,5
0901470,Enfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1010 Enfield Street,Enfield,CT,06082,http://www.enfieldschools.org,Yes,8
0901500,Essex School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Winthrop Road,Deep River,CT,06417,http://www.reg4.k12.ct.us,Yes,1
0901530,Fairfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,501 Kings Highway East,Fairfield,CT,06825,http://fairfieldschools.org/,Yes,16
0901560,Farmington School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Monteith Drive,Farmington,CT,06032,http://www.fpsct.org,Yes,7
0901590,Franklin School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,206 Pond Road,North Franklin,CT,06254,http://www.franklinschoolct.org,Yes,1
0901620,Glastonbury School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,628 Hebron Avenue,Glastonbury,CT,06033,http://www.glastonburyus.org/,Yes,8
0901680,Granby School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,15-B North Granby Road,Granby,CT,06035,http://www.granbyschools.org,Yes,4
0901710,Greenwich School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,290 Greenwich Avenue,Greenwich,CT,06830,http://www.greenwichschools.org/,Yes,15
0901740,Griswold School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,211 Slater Avenue,Griswold,CT,06351,http://griswold.k12.ct.us,Yes,4
0901770,Groton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1300 Flanders Road,Mystic,CT,06355,http://www.grotonschools.org/,Yes,7
0901800,Guilford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,55 Park Street,Guilford,CT,06437,http://www.guilfordschools.org,Yes,7
0901860,Hamden School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,60 Putnam Avenue,Hamden,CT,06517,http://www.hamden.org,Yes,10
0901890,Hampton School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,380 Main Street,Hampton,CT,06247,http://www.hamptonschool.org,Yes,1
0901920,Hartford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,280 Trumbull Street,Hartford,CT,06103,http://www.hartfordschools.org/,Yes,41
0901950,Hartland School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,30 South Road,East Hartland,CT,06027,http://hartlandschool.com,Yes,1
0902010,Hebron School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,580 Gilead Street,Hebron,CT,06248,http://www.hebron.k12.ct.us,Yes,2
0902040,Kent School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,9 Judd Avenue,Kent,CT,06757,http://www.kentcenterschool.org,Yes,1
0902070,Killingly School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,79 Westfield Avenue,Danielson,CT,06239,http://www.killinglyschools.org/,Yes,4
0902130,Lebanon School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,891 Exeter Road,Lebanon,CT,06249,http://www.lebanonct.org,Yes,3
0902160,Ledyard School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,4 Blonder Boulevard,Ledyard,CT,06339,http://ledyard.net,Yes,5
0902190,Lisbon School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,15 Newent Road,Lisbon,CT,06351,http://www.lisbonschool.org,Yes,1
0902280,Madison School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,10 Campus Drive,Madison,CT,06443,http://www.madison.k12.ct.us,Yes,5
0902310,Manchester School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,45 North School Street,Manchester,CT,06042,http://www.mpspride.org/,Yes,10
0902340,Mansfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,4 South Eagleville Road,Storrs,CT,06268,http://www.mansfieldct.gov/mboe,Yes,2
0902370,Marlborough School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,25 School Drive,Marlborough,CT,06447,http://marlborough.k12.ct.us,Yes,1
0902400,Meriden School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,22 Liberty Street,Meriden,CT,06450,http://www.meridenk12.org,Yes,13
0902490,Middletown School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,311 Hunting Hill Avenue,Middletown,CT,06457,http://www.middletownschools.org/,Yes,10
0902520,Milford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,70 West River Street,Milford,CT,06460,http://www.milforded.org/,Yes,13
0902550,Monroe School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,375 Monroe Turnpike,Monroe,CT,06468,http://www.monroeps.org,Yes,5
0902580,Montville School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,800 Old Colchester Road,Oakdale,CT,06370,http://www.montvilleschools.org,Yes,5
0902640,Naugatuck School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,497 Rubber Avenue,Naugatuck,CT,06770,http://www.naugatuck.k12.ct.us/,Yes,9
0902670,New Britain School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,272 Main St,New Britain,CT,06050,http://www.csdnb.org,Yes,14
0902700,New Canaan School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,220 Elm Street,New Canaan,CT,06840,http://www.ncps-k12.org/Page/1,Yes,5
0902730,New Fairfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,3 Brush Hill Road,New Fairfield,CT,06812,http://www.newfairfieldschools.org,Yes,3
0902760,New Hartford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,530 Main Street,New Hartford,CT,06057,http://www.newhtfd.org,Yes,3
0902790,New Haven School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,54 Meadow Street,New Haven,CT,06519,http://www.nhps.net/,Yes,37
0902820,New London School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,134 Williams Street,New London,CT,06320,http://www.newlondon.org/,Yes,8
0902850,New Milford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,25 Sunny Valley Road,New Milford,CT,06776,http://www.newmilfordps.org,Yes,5
0902880,Newington School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,200 Garfield Street,Newington,CT,06111,http://www.npsct.org/,Yes,7
0902910,Newtown School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,3 Primrose Street,Newtown,CT,06470,http://newtown.k12.ct.us/,Yes,7
0902940,Norfolk School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,128 Greenwoods Rd East,Norfolk,CT,06058,http://botelleschool.org,Yes,1
0902970,North Branford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1332 Middletown Avenue,Northford,CT,06472,http://www.northbranfordschools.org,Yes,4
0903000,North Canaan School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,90 Pease Street,Canaan,CT,06018,http://www.nceschool.org,Yes,1
0903030,North Haven School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,5 Linsley Street,North Haven,CT,06473,http://www.northhavenschools.org/,Yes,6
0903060,North Stonington School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,298 Norwich/Westerly Road,North Stonington,CT,06359,http://www.northstonington.k12.ct.us/,Yes,2
0903090,Norwalk School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,125 East Avenue,Norwalk,CT,06852,http://www.norwalkps.org/,Yes,22
0905371,Norwich Free Academy District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,305 Broadway,Norwich,CT,06360,http://www.nfaschool.org,No,1
0903120,Norwich School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,90 Town Street,Norwich,CT,06360,http://www.norwichpublicschools.org,Yes,9
0903180,Old Saybrook School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,50 Sheffield Street,Old Saybrook,CT,06475,http://www.oldsaybrookschools.org,Yes,3
0903210,Orange School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,637 Orange Center Road,Orange,CT,06477,http://www.oess.org,Yes,4
0903240,Oxford School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,50 Great Oak Road,Oxford,CT,06478,http://www.oxfordpublicschools.org,Yes,4
0903270,Plainfield School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,234 Shepard Hill Road,Plainfield,CT,06374,http://www.plainfieldschools.org,Yes,5
0903300,Plainville School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Central Square,Plainville,CT,06062,http://www.plainvilleschools.org/,Yes,5
0903330,Plymouth School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,27 N Harwinton Ave,Terryville,CT,06786,http://plymouth.k12.ct.us/,Yes,4
0903360,Pomfret School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,20 Pomfret Street,Pomfret Center,CT,06259,http://pomfretcommunityschool.org,Yes,1
0903390,Portland School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,33 East Main Street,Portland,CT,06480,http://www.portlandctschools.org,Yes,5
0903420,Preston School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Route 164,Preston,CT,06365,http://www.prestonschools.org,Yes,2
0903480,Putnam School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,152 Woodstock Avenue,Putnam,CT,06260,http://www.putnamschoolsct.org/,Yes,3
0903510,Redding School District,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,654 Morehouse Road,Easton,CT,06612,http://www.er9.org/,Yes,2
0903600,Regional School District 01,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,246 Warren Turnpike Road,Falls Village,CT,06031,http://www.region1schools.org,No,1
0903630,Regional School District 04,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,1 Winthrop Road,Deep River,CT,06417,http://www.reg4.k12.ct.us,No,2
0903660,Regional School District 05,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,25 Newton Road,Woodbridge,CT,06525,http://www.amityregion5.org,No,3
0903720,Regional School District 07,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,100 Battistoni Drive,Winsted,CT,06098,http://www.nwr7.com/,No,2
0903750,Regional School District 08,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,85 Wall Street,Hebron,CT,06248,http://www.rhamschools.org,No,2
0903780,Regional School District 09,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,654 Morehouse Road,Easton,CT,06612,http://www.er9.org,No,1
0903520,Regional School District 10,CONNECTICUT,CT,Regular public school district that is not a component of a supervisory union,24 Lyon Road,Burlington,CT,06013,http://www.region10ct.org/,Yes,4
